variable,full_name,label,value_type,description,categories,categories_label
metmsr20675,BiB_Metabolomics.metms_pairm_r.metmsr20675,"1,5-anhydroglucitol (1,5-AG) [raw]",decimal,,,
metmsr52449,BiB_Metabolomics.metms_pairm_r.metmsr52449,1-stearoyl-2-arachidonoyl-GPI (18:0/20:4) [raw],decimal,,,
metmsr34445,BiB_Metabolomics.metms_pairm_r.metmsr34445,sphingosine 1-phosphate [raw],decimal,,,
metmsr19265,BiB_Metabolomics.metms_pairm_r.metmsr19265,1-stearoyl-2-oleoyl-GPS (18:0/18:1) [raw],decimal,,,
metmsr19324,BiB_Metabolomics.metms_pairm_r.metmsr19324,1-stearoyl-GPI (18:0) [raw],decimal,,,
metmsr19130,BiB_Metabolomics.metms_pairm_r.metmsr19130,"1,2-dipalmitoyl-GPC (16:0/16:0) [raw]",decimal,,,
metmsr44675,BiB_Metabolomics.metms_pairm_r.metmsr44675,docosahexaenoate (DHA; 22:6n3) [raw],decimal,,,
metmsr19258,BiB_Metabolomics.metms_pairm_r.metmsr19258,1-myristoyl-2-palmitoyl-GPC (14:0/16:0) [raw],decimal,,,
metmsr21294,BiB_Metabolomics.metms_pairm_r.metmsr21294,estriol 3-sulfate [raw],decimal,,,
metmsr22132,BiB_Metabolomics.metms_pairm_r.metmsr22132,alpha-hydroxyisocaproate [raw],decimal,,,
metmsr20676,BiB_Metabolomics.metms_pairm_r.metmsr20676,maleate [raw],decimal,,,
metmsr44620,BiB_Metabolomics.metms_pairm_r.metmsr44620,4-acetylphenol sulfate [raw],decimal,,,
metmsr22036,BiB_Metabolomics.metms_pairm_r.metmsr22036,2-hydroxyoctanoate [raw],decimal,,,
metmsr22001,BiB_Metabolomics.metms_pairm_r.metmsr22001,3-hydroxyoctanoate [raw],decimal,,,
metmsr22130,BiB_Metabolomics.metms_pairm_r.metmsr22130,phenyllactate (PLA) [raw],decimal,,,
metmsr44681,BiB_Metabolomics.metms_pairm_r.metmsr44681,palmitoylcarnitine (C16) [raw],decimal,,,
metmsr32328,BiB_Metabolomics.metms_pairm_r.metmsr32328,hexanoylcarnitine (C6) [raw],decimal,,,
metmsr22206,BiB_Metabolomics.metms_pairm_r.metmsr22206,theanine [raw],decimal,,,
metmsr22185,BiB_Metabolomics.metms_pairm_r.metmsr22185,N-acetylaspartate (NAA) [raw],decimal,,,
